Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,0.0,Graduate,No,12792,1193,128.0,240.0,0.0,Rural,Y
Male,Yes,0.0,Graduate,No,10627,957,176.0,360.0,1.0,Semiurban,Y
Male,No,2.0,Graduate,No,3266,1471,158.0,360.0,1.0,Urban,Y
Male,No,1.0,Graduate,No,2271,744,34.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,5240,2837,80.0,360.0,0.0,Semiurban,Y
Male,No,2.0,Graduate,No,6420,352,87.0,360.0,1.0,Semiurban,Y
Male,Yes,1.0,Graduate,No,12707,862,74.0,300.0,1.0,Urban,Y
Female,No,,Graduate,No,12514,1152,93.0,360.0,,Urban,N
Male,Yes,0.0,Graduate,Yes,7608,1926,138.0,240.0,1.0,Rural,Y
Male,No,2.0,Graduate,No,4746,1933,201.0,300.0,1.0,Urban,N
Male,No,2.0,Not Graduate,No,9382,2557,61.0,300.0,1.0,Urban,Y
Male,Yes,,Not Graduate,No,6012,2316,129.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,2922,1208,148.0,360.0,1.0,Semiurban,Y
Male,No,2.0,Graduate,No,2979,2444,221.0,240.0,0.0,Urban,N
Male,No,1.0,Graduate,No,4761,1219,272.0,360.0,1.0,Semiurban,N
,Yes,1.0,Graduate,No,8688,327,115.0,300.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,No,3404,364,75.0,360.0,,Semiurban,Y
Female,Yes,2.0,Not Graduate,Yes,4756,1125,153.0,360.0,1.0,Rural,N
Male,No,2.0,Graduate,No,10585,566,77.0,120.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,6762,1280,147.0,120.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,Yes,11886,2364,85.0,180.0,1.0,Urban,N
Female,Yes,2.0,Not Graduate,No,7119,1041,166.0,240.0,0.0,Urban,N
Male,Yes,0.0,Graduate,Yes,8829,217,88.0,360.0,1.0,Semiurban,Y
Male,Yes,3.0,Graduate,No,4802,2013,259.0,240.0,1.0,Urban,Y
Female,Yes,1.0,Graduate,No,10908,957,129.0,360.0,1.0,Semiurban,Y
Female,Yes,1.0,Graduate,Yes,7711,1151,50.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,Yes,5387,5330,204.0,360.0,0.0,Urban,N
Male,No,,Graduate,No,9983,2559,116.0,240.0,1.0,Semiurban,Y
Male,Yes,3.0,Not Graduate,No,7559,2984,172.0,360.0,1.0,Semiurban,Y
,Yes,0.0,Graduate,No,5636,1063,206.0,360.0,1.0,Urban,N
Female,Yes,2.0,Graduate,No,7214,4584,132.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,3743,668,59.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,9397,333,139.0,180.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,Yes,12609,5119,242.0,180.0,1.0,Urban,Y
Female,Yes,1.0,Graduate,No,2506,222,122.0,360.0,1.0,Urban,N
Male,Yes,3.0,Graduate,No,4332,962,158.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Not Graduate,No,4160,2035,81.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,7928,1074,53.0,300.0,1.0,Semiurban,Y
Male,Yes,,Graduate,No,6270,814,117.0,360.0,1.0,Urban,Y
Male,Yes,1.0,Not Graduate,Yes,4645,1414,130.0,300.0,1.0,Rural,Y
Male,No,0.0,Graduate,No,4981,1348,218.0,240.0,1.0,Urban,Y
Male,Yes,2.0,Graduate,No,4445,1539,135.0,360.0,1.0,Urban,Y
Male,No,1.0,Graduate,No,7486,3173,210.0,240.0,1.0,Urban,Y
Male,Yes,1.0,Graduate,No,6223,2118,101.0,360.0,1.0,Urban,Y
Male,No,0.0,Not Graduate,No,4869,1180,58.0,360.0,0.0,Semiurban,N
Male,No,3.0,Graduate,No,4483,1690,163.0,360.0,0.0,Urban,N
,Yes,0.0,Graduate,,10061,29,254.0,360.0,1.0,Semiurban,N
Male,No,0.0,Graduate,No,9290,1245,94.0,360.0,1.0,Semiurban,Y
Male,Yes,1.0,Graduate,No,7525,1790,,300.0,1.0,Rural,Y
Male,Yes,1.0,Graduate,No,8849,746,178.0,360.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,No,2937,987,53.0,360.0,,Urban,Y
Female,No,0.0,Not Graduate,No,3389,2568,115.0,360.0,1.0,Urban,Y
Male,Yes,2.0,Not Graduate,No,3207,557,182.0,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Graduate,No,5716,2615,153.0,240.0,0.0,Urban,Y
Male,Yes,2.0,Graduate,Yes,8980,3935,182.0,120.0,0.0,Urban,Y
Female,Yes,,Not Graduate,No,4677,1010,167.0,180.0,1.0,Semiurban,Y
Female,No,0.0,Graduate,No,9533,565,122.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,4327,780,130.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,5356,3751,215.0,360.0,1.0,Urban,Y
Male,Yes,2.0,Not Graduate,No,4652,535,138.0,360.0,1.0,Rural,N
Male,Yes,1.0,Not Graduate,No,5167,567,87.0,360.0,1.0,Rural,Y
Female,Yes,0.0,Graduate,No,5430,218,116.0,120.0,1.0,Urban,Y
,No,1.0,Graduate,No,2235,971,158.0,240.0,1.0,Semiurban,N
Female,No,3.0,Graduate,No,6678,1576,209.0,360.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,No,5371,3421,52.0,360.0,,Semiurban,Y
Female,Yes,3.0,Graduate,No,10897,1044,112.0,240.0,1.0,Semiurban,Y
Female,No,0.0,Not Graduate,No,7359,1991,201.0,360.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,No,6547,794,81.0,300.0,1.0,Urban,Y
Male,No,0.0,Not Graduate,No,10605,474,81.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,No,10123,3110,129.0,180.0,0.0,Rural,N
Male,Yes,0.0,Graduate,No,11116,1543,50.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,No,4454,2112,,300.0,1.0,Urban,N
Male,Yes,3.0,Graduate,No,3167,1509,157.0,360.0,1.0,Urban,N
Female,Yes,2.0,Graduate,No,2241,319,174.0,360.0,0.0,Rural,N
Male,Yes,2.0,Not Graduate,No,8795,2557,223.0,360.0,1.0,Semiurban,Y
Male,Yes,,Not Graduate,,2052,753,369.0,360.0,1.0,Rural,Y
Male,No,0.0,Graduate,,6265,1914,123.0,120.0,1.0,Rural,Y
Female,Yes,0.0,Graduate,,8227,500,52.0,120.0,1.0,Rural,Y
Female,Yes,2.0,Not Graduate,No,2617,535,150.0,360.0,1.0,Semiurban,Y
Male,No,3.0,Graduate,No,9370,805,84.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,7098,638,67.0,300.0,1.0,Urban,Y
,No,,Graduate,No,9346,454,99.0,360.0,1.0,Semiurban,N
Male,No,1.0,Not Graduate,No,6326,5032,121.0,,1.0,Urban,Y
Female,Yes,0.0,Graduate,Yes,3575,1371,225.0,240.0,0.0,Semiurban,N
Male,No,0.0,Graduate,Yes,4595,279,292.0,360.0,1.0,Semiurban,N
Male,Yes,1.0,Not Graduate,No,8403,478,72.0,360.0,1.0,Semiurban,Y
Male,Yes,2.0,Graduate,No,2496,677,102.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,4419,911,171.0,360.0,1.0,Urban,N
Female,Yes,0.0,Graduate,No,4126,2221,182.0,360.0,1.0,Semiurban,Y
Male,Yes,3.0,Not Graduate,Yes,5464,1577,76.0,300.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,7470,1344,201.0,360.0,0.0,Semiurban,N
Female,No,0.0,Not Graduate,No,9238,347,87.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,Yes,2840,1963,75.0,240.0,1.0,Rural,N
Male,Yes,0.0,Graduate,Yes,3695,324,,300.0,1.0,Rural,Y
,No,0.0,Not Graduate,Yes,3007,1146,228.0,,1.0,Semiurban,Y
Male,No,2.0,Graduate,Yes,5565,1657,150.0,360.0,1.0,Semiurban,N
Male,Yes,0.0,Graduate,No,3193,1700,137.0,240.0,1.0,Urban,Y
Female,No,0.0,Graduate,No,6654,1499,123.0,180.0,1.0,Urban,N
Male,Yes,1.0,Graduate,,3403,1547,133.0,300.0,0.0,Semiurban,N
Male,Yes,1.0,Graduate,No,9802,1454,114.0,300.0,,Semiurban,Y
Male,No,2.0,Graduate,No,2282,403,169.0,360.0,1.0,Semiurban,Y
Female,Yes,,Graduate,No,3758,382,133.0,360.0,0.0,Urban,N
Male,Yes,,Not Graduate,No,11170,2383,357.0,360.0,,Rural,N
Male,No,2.0,Graduate,No,6187,2408,153.0,300.0,0.0,Urban,N
,No,0.0,Not Graduate,No,4455,529,114.0,360.0,1.0,Rural,N
Female,Yes,3.0,Graduate,No,16278,1517,72.0,180.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,Yes,4972,1751,77.0,120.0,1.0,Urban,Y
Male,Yes,3.0,Graduate,No,7338,1345,156.0,360.0,1.0,Urban,Y
Male,No,2.0,Graduate,No,3838,2626,96.0,180.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,No,3512,936,141.0,300.0,1.0,Rural,Y
Male,Yes,1.0,Not Graduate,No,7533,1004,234.0,360.0,1.0,Rural,Y
Male,No,3.0,Not Graduate,No,11628,2645,64.0,240.0,0.0,Semiurban,N
Female,Yes,2.0,Not Graduate,No,4548,414,118.0,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Graduate,Yes,3385,2320,29.0,300.0,1.0,Semiurban,Y
Male,Yes,2.0,Not Graduate,No,8728,3520,53.0,120.0,1.0,Semiurban,Y
Female,No,0.0,Graduate,No,4569,1930,144.0,360.0,0.0,Semiurban,N
Male,Yes,0.0,Graduate,No,6695,1268,57.0,,1.0,Urban,Y
Female,Yes,0.0,Not Graduate,No,4484,432,63.0,360.0,0.0,Rural,N
Male,No,0.0,Graduate,No,4841,1511,276.0,360.0,1.0,Semiurban,N
Male,Yes,2.0,Graduate,No,3686,728,91.0,360.0,1.0,Urban,N
Female,Yes,0.0,Graduate,No,7624,1065,74.0,360.0,1.0,Rural,Y
Male,Yes,2.0,Graduate,Yes,6785,1732,234.0,,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,6678,645,74.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,No,4031,497,152.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Not Graduate,No,6518,865,154.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,12341,3263,195.0,360.0,0.0,Rural,Y
Female,Yes,0.0,Graduate,Yes,3396,1757,67.0,180.0,1.0,Rural,Y
Male,No,0.0,Graduate,No,3852,719,81.0,360.0,0.0,Semiurban,N
Male,No,1.0,Graduate,No,3953,786,91.0,360.0,1.0,Urban,N
Male,No,0.0,Graduate,No,5943,2880,83.0,360.0,0.0,Urban,N
Male,No,0.0,Graduate,No,3271,379,188.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Not Graduate,No,7102,3218,154.0,360.0,1.0,Rural,Y
Male,No,2.0,Not Graduate,No,2152,624,166.0,360.0,1.0,Rural,N
Male,Yes,3.0,Not Graduate,No,8039,3131,52.0,360.0,1.0,Urban,Y
Male,No,0.0,Not Graduate,Yes,6623,2373,142.0,360.0,1.0,Rural,Y
Female,No,0.0,Graduate,No,12212,559,252.0,360.0,1.0,Semiurban,N
Male,No,0.0,Not Graduate,No,3474,2129,334.0,360.0,,Urban,N
Male,No,3.0,Graduate,Yes,8885,296,99.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,Yes,5379,2696,197.0,300.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,4893,547,82.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,3392,2701,53.0,360.0,1.0,Rural,Y
Female,Yes,0.0,Graduate,No,4515,404,55.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Not Graduate,Yes,4611,580,235.0,360.0,1.0,Urban,N
Male,No,2.0,Graduate,No,2626,3759,103.0,240.0,1.0,Urban,Y
Female,No,0.0,Graduate,Yes,6591,1891,93.0,120.0,1.0,Rural,N
,Yes,1.0,Graduate,No,6204,631,185.0,300.0,1.0,Semiurban,Y
Female,No,0.0,Graduate,No,7324,1624,62.0,360.0,1.0,Rural,Y
Male,No,0.0,Graduate,No,4238,1598,162.0,180.0,,Semiurban,Y
Male,No,3.0,Graduate,No,8177,1111,114.0,,1.0,Semiurban,Y
Male,No,0.0,Graduate,No,10036,1587,318.0,300.0,1.0,Rural,N
Male,Yes,2.0,Graduate,No,5067,2902,102.0,360.0,1.0,Semiurban,Y
Female,No,1.0,Not Graduate,No,3509,2328,118.0,,1.0,Rural,Y
Female,No,0.0,Graduate,No,5803,1952,54.0,180.0,1.0,Urban,Y
Female,Yes,3.0,Graduate,No,5680,616,343.0,360.0,0.0,Semiurban,N
Male,Yes,0.0,Graduate,Yes,5191,399,106.0,240.0,1.0,Semiurban,Y
Male,No,2.0,Graduate,Yes,7332,1260,282.0,360.0,1.0,Rural,N
Female,Yes,0.0,Not Graduate,No,4783,2363,45.0,120.0,1.0,Urban,Y
Female,No,2.0,Graduate,,3373,175,147.0,,1.0,Semiurban,Y
Male,No,0.0,Graduate,No,6047,910,325.0,360.0,1.0,Semiurban,N
Female,Yes,1.0,Not Graduate,No,7492,1860,91.0,300.0,1.0,Urban,N
Female,Yes,2.0,Graduate,No,7769,3177,142.0,180.0,1.0,Urban,Y
Male,No,,Graduate,No,4637,1254,239.0,300.0,0.0,Urban,Y
Male,Yes,3.0,Graduate,No,6439,859,106.0,360.0,0.0,Rural,Y
Male,Yes,2.0,Not Graduate,No,10161,1345,53.0,240.0,1.0,Semiurban,Y
Male,Yes,2.0,Not Graduate,No,10122,1955,98.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,9001,265,148.0,360.0,1.0,Rural,Y
Female,No,0.0,Graduate,Yes,2540,591,147.0,360.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,4803,655,180.0,120.0,1.0,Semiurban,N
,No,,Not Graduate,Yes,9824,1003,80.0,240.0,1.0,Rural,Y
Male,Yes,0.0,Not Graduate,Yes,2533,2786,312.0,300.0,0.0,Rural,N
Male,Yes,1.0,Graduate,No,5471,545,,360.0,0.0,Urban,Y
Female,No,0.0,Not Graduate,No,4205,762,133.0,300.0,1.0,Semiurban,N
Male,No,1.0,Graduate,No,6502,385,,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,1771,1010,144.0,360.0,1.0,Rural,N
Female,Yes,0.0,Graduate,No,9401,1088,68.0,180.0,1.0,Semiurban,Y
Male,Yes,1.0,Graduate,No,5594,1156,242.0,360.0,1.0,Rural,Y
Male,Yes,2.0,Not Graduate,No,3263,5515,,180.0,1.0,Urban,Y
Male,No,2.0,Graduate,No,3926,2349,158.0,300.0,1.0,Semiurban,Y
Male,Yes,1.0,Graduate,No,6605,1296,142.0,240.0,1.0,Semiurban,Y
Male,Yes,0.0,Not Graduate,No,3780,1932,141.0,240.0,1.0,Semiurban,Y
Male,Yes,1.0,Not Graduate,No,11457,825,51.0,360.0,0.0,Semiurban,Y
Male,No,,Graduate,Yes,5295,4817,91.0,360.0,1.0,Rural,Y
Female,No,0.0,Graduate,No,10514,2424,157.0,240.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,6052,2197,52.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,7623,3248,114.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Not Graduate,Yes,7418,4054,135.0,180.0,0.0,Urban,N
Male,Yes,3.0,Not Graduate,No,4456,558,,180.0,1.0,Semiurban,Y
Female,No,3.0,Graduate,No,7666,2990,134.0,360.0,0.0,Rural,N
Male,No,0.0,Graduate,No,4640,1831,116.0,360.0,1.0,Urban,Y
Female,No,0.0,Graduate,No,2410,1646,145.0,360.0,1.0,Rural,N
Male,Yes,0.0,Not Graduate,Yes,5079,3720,112.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,3033,604,78.0,360.0,1.0,Semiurban,Y
Male,No,3.0,Graduate,No,4565,1313,98.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,No,5509,1181,156.0,360.0,0.0,Semiurban,N
Male,Yes,2.0,Graduate,No,3561,1812,116.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,Yes,7176,1872,392.0,300.0,1.0,Urban,N
Male,No,3.0,Graduate,No,4615,2908,66.0,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Not Graduate,No,2987,1402,154.0,120.0,1.0,Urban,N
Male,Yes,2.0,Not Graduate,Yes,3589,3925,166.0,360.0,1.0,Urban,N
,No,0.0,Not Graduate,No,5884,1960,132.0,360.0,0.0,Rural,N
Male,Yes,1.0,Graduate,,4976,548,108.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,Yes,6392,843,126.0,300.0,0.0,Rural,Y
Male,Yes,0.0,Graduate,No,5903,2192,127.0,360.0,1.0,Semiurban,Y
Male,Yes,3.0,Graduate,Yes,3428,1867,,360.0,1.0,Semiurban,Y
Male,Yes,3.0,Not Graduate,No,4157,1792,42.0,,1.0,Urban,Y
Male,Yes,2.0,Graduate,No,8147,4313,77.0,360.0,1.0,Rural,Y
Female,No,1.0,Graduate,No,3712,2704,145.0,360.0,1.0,Urban,Y
Male,Yes,2.0,Not Graduate,,10626,985,212.0,300.0,1.0,Semiurban,Y
Male,No,0.0,Not Graduate,No,2666,1208,80.0,360.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,8028,943,69.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,Yes,5334,664,119.0,300.0,1.0,Semiurban,N
Male,Yes,1.0,Graduate,No,3439,4514,77.0,240.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,5808,1855,119.0,300.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,3771,470,78.0,360.0,0.0,Semiurban,N
Female,Yes,1.0,Graduate,No,4285,3677,177.0,360.0,1.0,Rural,Y
,Yes,2.0,Not Graduate,No,4667,747,80.0,360.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,,7746,1624,47.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,Yes,4129,1451,177.0,300.0,1.0,Urban,N
Male,No,0.0,Graduate,No,6217,336,128.0,360.0,,Urban,N
Male,Yes,0.0,Graduate,Yes,7879,189,102.0,300.0,0.0,Urban,Y
Male,No,0.0,Not Graduate,No,5736,2369,103.0,180.0,1.0,Urban,Y
Male,Yes,1.0,Graduate,Yes,6647,3123,135.0,360.0,1.0,Semiurban,Y
Female,Yes,1.0,Graduate,Yes,5495,1701,69.0,180.0,1.0,Urban,Y
Female,Yes,1.0,Graduate,No,7110,6457,57.0,,1.0,Semiurban,Y
Male,Yes,0.0,Not Graduate,No,2945,801,79.0,360.0,1.0,Rural,N
Male,Yes,2.0,Graduate,No,10199,250,108.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Not Graduate,No,4005,1896,76.0,180.0,1.0,Rural,Y
Female,No,0.0,Graduate,,5359,589,265.0,360.0,1.0,Urban,N
Male,Yes,2.0,Graduate,Yes,2032,1307,79.0,360.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,4384,2743,130.0,360.0,1.0,Rural,Y
Female,Yes,0.0,Not Graduate,No,6334,885,161.0,360.0,1.0,Urban,Y
Male,No,2.0,Not Graduate,No,10818,1309,225.0,360.0,1.0,Urban,N
Female,Yes,0.0,Graduate,No,7253,3025,286.0,360.0,1.0,Semiurban,N
Male,Yes,1.0,Graduate,No,4545,1181,340.0,360.0,1.0,Urban,N
Male,No,0.0,Graduate,No,2554,1896,220.0,360.0,1.0,Rural,N
Male,No,1.0,Graduate,Yes,9673,2067,203.0,360.0,1.0,Rural,Y
Female,Yes,0.0,Graduate,No,4445,1189,71.0,360.0,1.0,Rural,Y
Female,No,0.0,Not Graduate,No,6326,1219,166.0,360.0,1.0,Rural,Y
Female,No,1.0,Not Graduate,No,4551,1348,111.0,180.0,0.0,Urban,N
Male,No,0.0,Graduate,No,6680,804,112.0,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Graduate,Yes,9479,1829,102.0,300.0,1.0,Urban,Y
Male,No,0.0,Not Graduate,,7704,820,70.0,300.0,1.0,Semiurban,Y
Male,Yes,0.0,Not Graduate,No,4934,914,94.0,120.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,No,9776,599,77.0,300.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,Yes,11886,3189,42.0,360.0,1.0,Rural,Y
Male,Yes,3.0,Graduate,No,8580,407,242.0,360.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,4617,4383,129.0,120.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,8036,1250,132.0,360.0,0.0,Urban,N
Male,Yes,0.0,Graduate,No,8541,989,123.0,300.0,0.0,Semiurban,N
Male,Yes,0.0,Graduate,No,4977,600,211.0,360.0,1.0,Urban,N
Male,Yes,3.0,Graduate,No,11885,655,138.0,360.0,1.0,Rural,Y
Female,Yes,0.0,Graduate,No,9287,816,246.0,360.0,1.0,Semiurban,N
Female,No,3.0,Graduate,No,5095,7584,174.0,120.0,1.0,Semiurban,Y
Male,Yes,0.0,Not Graduate,No,4615,815,85.0,360.0,1.0,Semiurban,Y
Male,Yes,2.0,Not Graduate,No,8454,1931,228.0,360.0,1.0,Urban,Y
,Yes,,Graduate,No,13327,1137,150.0,360.0,1.0,Urban,Y
Male,Yes,2.0,Graduate,No,3048,4622,121.0,240.0,0.0,Rural,N
Male,Yes,1.0,Not Graduate,No,6825,1603,199.0,360.0,1.0,Rural,Y
Male,No,1.0,Graduate,No,7970,477,130.0,120.0,1.0,Urban,N
Male,No,0.0,Graduate,No,9440,934,182.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,Yes,8006,5776,64.0,180.0,1.0,Urban,Y
Male,No,3.0,Graduate,No,4472,2427,131.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,2878,1319,88.0,180.0,1.0,Urban,Y
Female,No,0.0,Not Graduate,,4854,624,334.0,360.0,0.0,Semiurban,N
Female,Yes,2.0,Graduate,No,7885,686,238.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,4250,542,142.0,360.0,1.0,Urban,Y
Female,Yes,3.0,Not Graduate,No,10102,313,227.0,360.0,1.0,Semiurban,N
Male,No,2.0,Graduate,Yes,5280,2320,89.0,300.0,1.0,Urban,Y
Female,No,1.0,Graduate,No,4125,2038,100.0,240.0,1.0,Semiurban,Y
Female,Yes,2.0,Graduate,No,7167,1513,,180.0,,Semiurban,N
Male,Yes,0.0,Graduate,No,5033,3482,177.0,360.0,1.0,Rural,Y
Male,No,0.0,Graduate,No,4556,2263,35.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,12586,381,94.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,4238,1363,63.0,120.0,1.0,Semiurban,Y
Male,No,2.0,Graduate,Yes,4773,2519,209.0,360.0,0.0,Urban,N
Male,Yes,3.0,Graduate,No,7215,1373,318.0,360.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,10033,1472,191.0,360.0,1.0,Urban,N
,No,0.0,Graduate,No,6908,305,175.0,360.0,1.0,Semiurban,Y
Female,Yes,3.0,Graduate,No,5872,837,143.0,300.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,13256,1942,137.0,300.0,1.0,Rural,Y
Male,No,0.0,Not Graduate,No,4669,1212,81.0,240.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,4680,352,51.0,360.0,1.0,Urban,N
Male,No,3.0,Graduate,Yes,4267,2492,135.0,360.0,1.0,Semiurban,Y
Female,Yes,1.0,Not Graduate,No,6716,1171,151.0,240.0,1.0,Urban,N
Male,No,2.0,Graduate,No,3681,1455,151.0,240.0,1.0,Semiurban,Y
Male,Yes,2.0,Graduate,No,3237,385,162.0,180.0,1.0,Semiurban,N
Male,Yes,0.0,Not Graduate,No,4767,267,184.0,360.0,1.0,Semiurban,N
Male,No,0.0,Not Graduate,No,2492,1516,132.0,240.0,1.0,Rural,N
,Yes,2.0,Graduate,No,6327,3195,76.0,300.0,1.0,Urban,Y
Female,No,0.0,Graduate,No,6724,2440,159.0,300.0,0.0,Rural,N
,No,2.0,Graduate,,7245,2202,178.0,360.0,0.0,Rural,N
Male,Yes,3.0,Not Graduate,No,8193,1615,109.0,360.0,1.0,Urban,Y
Male,Yes,1.0,Graduate,No,4830,454,178.0,360.0,1.0,Urban,Y
Female,Yes,2.0,Graduate,,9514,147,136.0,240.0,1.0,Urban,Y
Female,Yes,2.0,Not Graduate,No,9092,6297,70.0,360.0,1.0,Urban,Y
Male,No,2.0,Graduate,No,3437,1166,372.0,300.0,1.0,Semiurban,N
Male,No,0.0,Not Graduate,No,5503,857,106.0,360.0,1.0,Urban,Y
Female,No,0.0,Graduate,No,1616,1435,73.0,300.0,1.0,Rural,Y
Male,No,0.0,Graduate,Yes,9574,598,88.0,120.0,1.0,Urban,Y
Female,Yes,1.0,Graduate,No,8128,943,29.0,360.0,0.0,Urban,Y
Male,No,0.0,Not Graduate,No,10555,4313,111.0,240.0,1.0,Urban,Y
Male,No,2.0,Graduate,No,2656,1763,244.0,120.0,1.0,Urban,N
Male,No,0.0,Graduate,No,6996,2071,142.0,360.0,1.0,Rural,Y
Male,No,1.0,Graduate,No,4402,1249,83.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,2012,2920,125.0,360.0,0.0,Urban,N
Female,No,2.0,Not Graduate,No,8666,2867,37.0,360.0,1.0,Rural,Y
Male,Yes,1.0,Graduate,No,3078,1142,126.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,6593,1368,108.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Not Graduate,No,4379,3253,202.0,360.0,1.0,Rural,N
Male,No,2.0,Graduate,Yes,6085,1431,152.0,360.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,,8244,1038,75.0,240.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,No,6093,1099,199.0,300.0,1.0,Urban,Y
Female,No,3.0,Not Graduate,No,3647,937,233.0,360.0,1.0,Urban,Y
Male,Yes,2.0,Graduate,No,12728,1417,155.0,360.0,1.0,Semiurban,Y
Male,No,3.0,Graduate,No,4862,962,114.0,360.0,,Rural,N
Male,Yes,0.0,Graduate,Yes,3990,1414,96.0,300.0,1.0,Semiurban,Y
Female,Yes,0.0,Graduate,,5425,759,271.0,240.0,1.0,Rural,N
Female,Yes,,Graduate,No,2687,1789,149.0,300.0,1.0,Urban,N
Female,No,1.0,Graduate,No,4160,1982,134.0,240.0,1.0,Semiurban,Y
Male,No,2.0,Graduate,Yes,4998,2231,66.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,,6313,2008,79.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,5766,2769,56.0,360.0,1.0,Semiurban,N
Male,No,0.0,Graduate,,7004,1502,113.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Not Graduate,No,5525,1405,95.0,360.0,1.0,Urban,Y
Male,No,0.0,Not Graduate,No,9046,846,138.0,360.0,1.0,Rural,Y
Male,No,0.0,Graduate,No,7544,2381,,360.0,0.0,Urban,N
Male,Yes,3.0,Graduate,No,6761,892,,360.0,1.0,Semiurban,Y
